id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
189288,Townhouse Altenescher Weg,907038,Katarina-Susanne,Pankow,Prenzlauer Berg Ost,52.53814328,13.45552782,Entire home/apt,100,3,63,10/19/2018,0.79,2,325
189596,Mitte Miniloft apartment w. terrace,914711,Jon,Mitte,Brunnenstr. SÃ¼d,52.5304641,13.39889349,Entire home/apt,80,4,79,5/6/2016,0.9,1,0
190448,Modernes Studioapartment Berlin,920085,Ursula,NeukÃ¶lln,Buckow Nord,52.44148568,13.46192776,Entire home/apt,50,2,3,9/23/2018,0.04,2,242
191023,2-Room-Apartment in Berlin-Mitte,923408,Anne,Mitte,Alexanderplatz,52.51178126,13.40751409,Private room,49,1,40,8/16/2018,0.75,1,0
192050,Perfect for 5 + WLAN near (URL HIDDEN),929861,Mandy,Pankow,Pankow SÃ¼d,52.572409,13.42187128,Entire home/apt,55,120,25,9/2/2018,0.3,2,105
192052,studio apartment in mitte (NÂ° 1),929943,Reineldis & Fabian,Mitte,Brunnenstr. SÃ¼d,52.52940391,13.3932742,Entire home/apt,79,2,212,4/30/2018,2.44,3,6
192103,studio apartment in mitte (NÂ° 2),929943,Reineldis & Fabian,Mitte,Brunnenstr. SÃ¼d,52.52957871,13.39171134,Entire home/apt,75,2,253,6/19/2018,2.94,3,0
192499,FILMSALON,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49364793,13.42114888,Private room,49,2,398,10/29/2018,4.51,2,140
193625,perfect spot/place in Down Town :-),939077,Rob,Mitte,Alexanderplatz,52.52761931,13.3888951,Private room,38,3,341,11/6/2018,3.92,1,43
194374,Cottage in the city with garden,943996,Monika,Lichtenberg,Karlshorst,52.47739016,13.50793694,Entire home/apt,65,3,33,8/20/2018,0.4,6,328
194465,Beautiful Loft-Studio with garden,944530,Christian And VerÃ³nica,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52044226,13.44498389,Private room,75,3,132,11/4/2018,1.54,1,301
194546,Central modern 2-room flat in Mitte,944961,Veli,Mitte,Alexanderplatz,52.50604469,13.41792918,Entire home/apt,75,4,90,10/24/2018,1.12,2,62
194694,a light from heaven & an old school,945655,M,Lichtenberg,Alt-Lichtenberg,52.51244743,13.4921447,Private room,38,3,101,10/24/2018,1.17,2,142
195467,Obere Etage im Haus.,889228,Jacqueline,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.49420771,13.46872818,Private room,89,2,6,5/20/2018,0.28,1,338
196149,Best location in Berlin-Mitte /WIFI,954669,Martin,Mitte,Brunnenstr. SÃ¼d,52.53092444,13.40357231,Entire home/apt,74,2,301,10/29/2018,4.48,1,66
196285,Studio-apt Kreuzberg: central/cozy,955509,Karsten,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49689828,13.4234797,Entire home/apt,50,3,92,5/26/2015,1.06,3,0
197291,"App. w garden, firepl. a. whirlpool",1311026,Volker,Pankow,Blankenburg/Heinersdorf/MÃ¤rchenland,52.5808857,13.44377284,Entire home/apt,120,1,27,9/30/2018,0.31,1,352
198584,"Oriental Style Room, Kudamm / Zoo",969532,Wendy,Charlottenburg-Wilm.,DÃ¼sseldorfer StraÃŸe,52.49888916,13.32385619,Private room,38,7,9,9/10/2018,0.2,2,321
198896,A lovely luminous room...,971540,Jean-Baptiste,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ¼d,52.48087998,13.35450253,Private room,25,1,10,7/13/2016,0.13,1,0
200125,TOP apartment in art nouveau villa,977942,Rainer,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43736999,13.22265649,Entire home/apt,89,4,0,,,1,55
201224,very charming central apartment....,984036,Rene,Mitte,Tiergarten SÃ¼d,52.50448479,13.35903345,Entire home/apt,88,3,189,10/21/2018,2.31,1,133
203634,Outstanding penthouse in Prenz Berg,998898,Dimitry,Pankow,Helmholtzplatz,52.54301026,13.41525069,Entire home/apt,125,4,110,10/2/2018,1.29,1,97
204609,"Bright room in 1870s-building, nice neighbourhood",893138,Katja,Lichtenberg,Neu Lichtenberg,52.50521255,13.47859039,Private room,49,2,129,10/16/2018,1.49,1,21
204617,separates Mini-Appartement mit  Bad + WC,1004934,Angelika,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.50516592,13.2946603,Entire home/apt,50,1,2,4/4/2017,0.1,1,0
205296,4* apartment in quiet south Berlin,1009105,Gisela,NeukÃ¶lln,Rudow,52.41234996,13.50031407,Entire home/apt,100,5,0,,,1,282
206021,"Nice sunny room ,Central area...you",467895,Ursula,Charlottenburg-Wilm.,Mierendorffplatz,52.52464161,13.29949436,Private room,35,3,5,9/15/2018,1.17,1,316
206454,Hot Spot Berlin-Mitte apartment!,358915,Diana,Mitte,Brunnenstr. SÃ¼d,52.53202563,13.40097022,Entire home/apt,70,3,22,10/12/2018,0.28,1,15
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Vanessa,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50041701,13.43577884,Entire home/apt,195,3,7,11/1/2018,0.46,1,0
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51274965,13.46357922,Entire home/apt,150,2,0,,,1,0
209649,Berlin Center â€“ Charlottenburg Wilmersdorf,1033300,Thomas,Charlottenburg-Wilm.,KantstraÃŸe,52.51079406,13.3021617,Private room,200,7,31,10/31/2018,0.35,1,323
210734,VERY CENTRAL AND COSY,1039350,Gosia,Mitte,Moabit West,52.52297571,13.334157,Entire home/apt,165,3,245,11/2/2018,2.82,1,295
212348,2 Zimmer mit Balkon in Friedrichshain,1095251,Nadin,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50811453,13.46325581,Private room,55,2,0,,,1,26
214491,"enchanting room in the centre,",1107206,Lalita,Mitte,Alexanderplatz,52.5207626,13.38191871,Private room,35,1,161,11/3/2018,1.9,1,326
214518,Chimaysaberlin B&B Front Double Bed,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51993425,13.30055755,Private room,51,1,7,10/11/2018,0.09,2,291
214784,Charming Room in a beautiful flat,1108996,Alexandra,NeukÃ¶lln,ReuterstraÃŸe,52.49004436,13.4269673,Private room,35,2,189,10/24/2018,2.17,1,64
214855,dnb-berlin - private room,706845,Anna,Mitte,Tiergarten SÃ¼d,52.50183957,13.35464669,Private room,45,3,195,10/13/2018,2.48,1,129
220445,Apt. Near Charlottenburg Palace,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.52470399,13.29955784,Entire home/apt,60,30,16,8/31/2018,0.24,1,276
220808,bright room in three-room apartment,1145078,Antonie,Steglitz - Zehlendorf,OstpreuÃŸendamm,52.43010436,13.32693122,Private room,45,2,29,10/31/2018,0.39,1,328
221015,clean calm cosy central apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.54062968,13.35147394,Entire home/apt,75,1,413,11/3/2018,4.78,2,107
222784,"Queit-central-balcony-WiFi, lease - min 2 months",1156924,Kelly,Mitte,Moabit West,52.52980344,13.34036669,Entire home/apt,69,60,195,8/31/2018,2.32,1,339
223622,1 bedroom in Berlin Friedrichshain,913422,Kathrin,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ¼d,52.5150299,13.44384852,Entire home/apt,45,2,6,1/2/2017,0.08,1,0
226925,Appartement Dressler at lake Seddin,898681,Michael,Treptow - KÃ¶penick,SchmÃ¶ckwitz/Karolinenhof/Rauchfangswerder,52.3787808,13.65278723,Entire home/apt,50,2,2,11/5/2018,0.05,4,113
227072,"Cosy and huge family place, 1184sf",1093451,Julia,Mitte,Brunnenstr. SÃ¼d,52.53601084,13.40543524,Entire home/apt,110,5,29,9/22/2018,0.34,1,3
228964,super Wohnung MITTEndrin!,1195025,Behnam,Mitte,Alexanderplatz,52.52437689,13.40735961,Private room,95,1,19,10/9/2018,0.5,2,355
229075,Sun-drenched three-room-apartment,1195776,Cornelia Und Claudia,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49435563,13.42912939,Entire home/apt,75,14,41,10/3/2018,0.48,1,136
229099,Nice room near airport Berlin SXF,1196119,Hannes,Treptow - KÃ¶penick,Altglienicke,52.40354899,13.53373112,Private room,30,1,200,6/29/2018,2.43,1,311
229348,Excl. Studio A Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.51992057,13.34149266,Entire home/apt,65,5,51,11/3/2018,0.6,2,311
229363,Excl. Studio B Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.5220722,13.34352668,Entire home/apt,65,4,35,8/1/2018,0.48,2,276
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Arne,Mitte,Alexanderplatz,52.528338,13.40633745,Private room,46,3,106,11/4/2018,1.23,1,236
230611,4 bedroom holiday house Berlin,1205340,Christine,Tempelhof - SchÃ¶neberg,Lichtenrade,52.39268773,13.39163255,Entire home/apt,65,60,7,12/18/2015,0.09,1,104
230824,Bright & Roomy in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50684081,13.47011758,Private room,28,1,130,10/24/2018,1.56,3,93
231220,"1 Room Apartment, Charlottenburg",1209193,Michael,Charlottenburg-Wilm.,Westend,52.51190028,13.28474278,Entire home/apt,30,60,18,9/2/2018,0.23,1,221
231598,Apartment Berlin,1210839,Maria Teresa,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49176349,13.3514363,Entire home/apt,49,60,62,9/16/2018,0.76,1,220
231853,"Bright, quiet and spacious two-room",1212435,Stefan,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50181659,13.42923176,Entire home/apt,55,60,7,12/1/2015,0.1,1,107
233083,2-bed-loft-dwelling designers flat,1219893,Katharina,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.50397219,13.29597301,Entire home/apt,98,60,36,8/11/2018,0.43,1,211
233453,Pretty room in NeukÃ¶lln/Sonnenallee,1221935,Anne,NeukÃ¶lln,ReuterstraÃŸe,52.48417094,13.43728219,Private room,32,2,30,11/20/2013,0.35,1,251
233770,Holiday apartment in Berlin's Green,1224097,Bernhard,Marzahn - Hellersdorf,Mahlsdorf,52.47587686,13.60760818,Entire home/apt,55,2,15,9/16/2018,0.26,1,345
235766,Sunny Apartment Balcony on Park,1235665,Mark,Mitte,Brunnenstr. SÃ¼d,52.53388174,13.40105082,Entire home/apt,39,120,42,3/25/2016,0.52,1,359
236509,"Berlin City Center, Great Vista",1240004,Georg,Mitte,Alexanderplatz,52.51578831,13.41854931,Entire home/apt,82,90,39,6/8/2018,0.45,2,244
236552,Typical Berlin Alt-bau in Kreuzberg,1240184,Jessica,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49730849,13.42980838,Private room,46,1,277,10/29/2018,3.21,1,79
237038,A lovely room in the Mitte - Berlin,253136,Peter,Mitte,Regierungsviertel,52.51104568,13.38140074,Private room,60,2,127,10/23/2018,1.48,3,103
237359,"Sweet Home , romantic apartment",1244725,Jutta,Reinickendorf,West 5,52.58796885,13.27839706,Entire home/apt,60,5,3,5/25/2018,0.06,1,212
237670,Apartment Burde 2,920085,Ursula,NeukÃ¶lln,Buckow Nord,52.4414161,13.46075331,Entire home/apt,43,2,5,10/23/2018,0.13,2,277
238275,Baroqueapartment with loftcharacter,1249583,Alexander,Mitte,Alexanderplatz,52.52465725,13.40345784,Entire home/apt,85,8,7,12/30/2016,0.09,1,307
238396,"Within the city, calm and leafy",1250154,Henrik,Pankow,Prenzlauer Berg SÃ¼dwest,52.5321412,13.41519397,Entire home/apt,60,3,373,10/31/2018,4.38,2,91
238569,Nice bright flat near Mauerpark,1250911,May,Pankow,Prenzlauer Berg Nordwest,52.55049051,13.4041589,Private room,58,4,80,5/22/2018,0.96,1,271
239139,"Central, Berlin Mitte, 4 Pers.",1254352,Jana,Mitte,Brunnenstr. SÃ¼d,52.53624689,13.39794951,Private room,55,90,101,8/13/2018,1.19,2,191
239314,Comfortable Room in Vintage Home,1206680,Marie,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50583364,13.47025592,Private room,30,1,55,7/12/2018,0.67,3,27
240169,"Berlin, NeukÃ¶lln, Room B",1259589,Alexine,NeukÃ¶lln,Rixdorf,52.47917044,13.43787428,Private room,31,3,146,10/14/2018,4.33,3,0
240735,I want Berlin!,1262812,Heike,Marzahn - Hellersdorf,Biesdorf,52.49957829,13.55798305,Private room,35,5,16,7/7/2018,0.2,2,159
242366,Chic 2 room apartment  Berlin Mitte,1003245,Maryna,Mitte,Moabit Ost,52.52386781,13.3578073,Entire home/apt,45,2,105,10/12/2018,1.37,1,232
242794,Elegant renovated apartment 72 m2,1274606,Mario,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51487096,13.45561449,Entire home/apt,100,4,42,9/29/2018,0.53,1,274
242908,Holiday Apartment in Berlin Wannsee with balcony,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  SÃ¼dwest,52.41557846,13.16417768,Entire home/apt,95,5,0,,,2,304
242927,Holiday Rental in Berlin Wannsee with small garden,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  SÃ¼dwest,52.41580606,13.1644643,Entire home/apt,95,5,1,5/8/2018,0.16,2,272
242978,Exclusive one-bedroom apartment,1275576,Thomas,Mitte,Moabit West,52.528039,13.3302095,Entire home/apt,63,2,73,10/22/2018,1.02,6,251
243057,"rooftop-apartement ""Blueberry Hill""  Berlin center",1275795,Arne & Ute,Mitte,Moabit West,52.53067178,13.33531985,Entire home/apt,175,2,24,10/12/2018,0.55,1,362
243063,Holiday apartment in Berlin Mitte,1275846,Anna,Mitte,Brunnenstr. SÃ¼d,52.52850021,13.39067005,Entire home/apt,130,1,179,10/11/2018,2.31,2,44
243081,"Living with style, apartment 2",1275846,Anna,Mitte,Brunnenstr. SÃ¼d,52.52930034,13.39084305,Entire home/apt,120,1,150,10/12/2018,1.9,2,81
243238,Blue Jewel in Green Borough,1276585,Katharina,Treptow - KÃ¶penick,Johannisthal,52.44595824,13.49777752,Entire home/apt,64,2,69,11/4/2018,1.53,1,325
244425,11th-Floor near KaDeWe!! -in Berlin,1282150,Bernd,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.50040186,13.34532696,Entire home/apt,55,90,163,2/18/2018,1.92,4,304
244924,sunny 2-room appartment in Berlin ,933872,Johanna,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ¼d,52.48504389,13.36003534,Private room,29,1,62,10/26/2018,0.73,1,349
245744,Apartment in central Berlin,1289259,Martina,Mitte,Regierungsviertel,52.52198361,13.39059211,Entire home/apt,150,3,104,10/9/2018,1.27,1,302
245809,2-bedroom apartment Prenzlauer Berg,1289393,Hille,Pankow,Prenzlauer Berg Nord,52.54401213,13.43987378,Entire home/apt,76,2,32,10/20/2018,0.42,2,311
245827,2-bedroom apartment Gendarmenmarkt,1289393,Hille,Mitte,Regierungsviertel,52.51154682,13.40052824,Entire home/apt,79,2,67,10/8/2018,0.92,2,291
245991,World stroller's club 2,1290112,Wolfhard,Reinickendorf,West 2,52.58422265,13.23113534,Entire home/apt,23,30,3,10/14/2018,0.05,2,0
246007,World stroller's club 1,1290112,Wolfhard,Reinickendorf,West 2,52.58202747,13.23072225,Entire home/apt,19,30,6,2/1/2017,0.08,2,129
248192,Adorable apartment in the City Center of Berlin,662565,Gisella,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49781992,13.3473331,Entire home/apt,49,1,119,10/18/2018,1.49,6,243
248375,Culture and shopping,1301421,Alexander,Charlottenburg-Wilm.,KantstraÃŸe,52.50822825,13.31183831,Private room,45,14,12,10/2/2018,0.15,3,0
249220,1 room in an apartment in Berlin ,1305769,Laurence,Charlottenburg-Wilm.,BarstraÃŸe,52.48158635,13.31363802,Private room,45,2,5,7/21/2016,0.12,1,0
249419,Studio to feel good Prenzlauerberg!,1306624,Au,Pankow,Helmholtzplatz,52.54300023,13.42486761,Entire home/apt,91,3,148,10/16/2018,1.78,1,311
250007,Exotic holiday apartment in Berlin,1310272,JÃ¶rg Und Sara,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.4948747,13.35171087,Entire home/apt,69,2,114,10/7/2018,1.49,1,211
250023,Family- Apartment am KaDeWe 2,1310277,Claudia,Charlottenburg-Wilm.,DÃ¼sseldorfer StraÃŸe,52.49771085,13.33625613,Entire home/apt,70,90,44,9/23/2018,0.56,1,270
250067,Great 2bd apt perfect for a couple,1310454,Andrea,NeukÃ¶lln,ReuterstraÃŸe,52.48514349,13.44386041,Entire home/apt,55,4,3,6/10/2015,0.04,1,0
250121,Cosy single room,1310755,Joe,Pankow,Prenzlauer Berg SÃ¼dwest,52.53137275,13.40812862,Private room,45,3,6,1/11/2015,0.08,4,310
250138,Nice double room,1310755,Joe,Pankow,Prenzlauer Berg SÃ¼dwest,52.53098335,13.40698975,Private room,50,7,3,7/17/2012,0.04,4,310
250171,Great Double bedroom,1310755,Joe,Pankow,Prenzlauer Berg SÃ¼dwest,52.53026795,13.40789141,Private room,55,3,8,1/4/2017,0.1,4,279
250253,Apartment: Luise in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5187422,13.30645993,Entire home/apt,93,3,14,9/7/2018,0.26,4,236
250376,142 mÂ² = 1530 ftÂ² â™¥LOFTâ™¥ROOMS in Friedrichshain,1312190,Davide,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51213227,13.45228582,Private room,175,2,94,8/2/2018,1.13,2,158
250684,Lovely four bedroom,1310755,Joe,Pankow,Prenzlauer Berg SÃ¼dwest,52.52997409,13.40779664,Private room,95,3,14,10/14/2018,0.18,4,319
250687,Apollo Apartments 1,1310866,Ashraf,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ¼d,52.48492593,13.36052788,Entire home/apt,52,3,28,10/19/2018,0.36,2,0
250704,Holiday Apartment with Garden,1314462,Otto,Tempelhof - SchÃ¶neberg,Marienfelde,52.42298085,13.37528516,Entire home/apt,59,3,18,10/13/2018,0.32,1,309
250707,Apartment: Friederike in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51851396,13.30838564,Entire home/apt,58,3,4,12/7/2016,0.06,4,238
250729,Apartment: Grazer GÃ¤rten in Berlin,1311309,Ute,Tempelhof - SchÃ¶neberg,Friedenau,52.46903799,13.34768074,Entire home/apt,72,3,1,3/6/2017,0.05,4,283
250753,Apartment: GroÃŸer KurfÃ¼rst,1311309,Ute,Mitte,Tiergarten SÃ¼d,52.50026036,13.36466023,Entire home/apt,95,3,7,10/23/2018,0.65,4,211
251398,Modern Room in a nice Environment,1318500,Renate,Spandau,HeerstraÃŸe Nord,52.51604141,13.17573477,Private room,40,1,26,10/21/2018,0.34,1,322
251548,Beautiful Apartment 14m2 Terrace in KREUZBERG,1003174,Enis,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49870834,13.42512797,Entire home/apt,55,1,30,9/17/2018,0.36,1,35
252664,COZY ROOFTOP APARTM.| QUIET&CENTRAL,1326442,Berliner,Mitte,Brunnenstr. Nord,52.53935111,13.3911052,Entire home/apt,79,2,51,10/14/2018,0.6,1,308
252699,*** modern-cozy-design apartment ,1326695,Stina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ¼d,52.51461466,13.45033014,Entire home/apt,56,60,2,3/9/2015,0.02,1,290
252933,Room vibrant but cozy Schoeneberg,1328204,Jairo,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49838863,13.3500933,Private room,32,2,111,10/17/2018,1.49,1,251
252967,Pension am Traveplatz Zimmer 1,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51144119,13.47145543,Private room,32,2,40,10/14/2018,0.5,3,279
252993,Pension am Traveplatz Zimmer 2,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51206995,13.47165197,Private room,32,2,131,11/3/2018,1.68,3,146
253005,Pension am Traveplatz Zimmer 3,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.51122422,13.47062244,Private room,28,2,30,10/29/2018,0.36,3,304
253128,Studion Apartment in KreuzkÃ¶lln,1329012,Bea,NeukÃ¶lln,ReuterstraÃŸe,52.49114252,13.42830995,Private room,49,3,63,10/28/2018,1.18,2,35
254576,Chalet at KurfÃ¼rstendamm citycenter,1337197,Angelika,Charlottenburg-Wilm.,Neue KantstraÃŸe,52.5027967,13.30374134,Entire home/apt,70,91,6,8/27/2018,0.13,1,190
254762,Cosy StudioFlat in trendy Kreuzberg,1171000,Bernardo,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50322993,13.43322134,Entire home/apt,80,93,95,7/22/2018,1.11,3,97
254788,Cosy Flat in Kreuzberg 36!,1171000,Bernardo,Friedrichshain-Kreuzberg,SÃ¼dliche Friedrichstadt,52.49767582,13.41313959,Entire home/apt,75,93,99,4/25/2016,1.2,3,305
255557,Cosy studio FridayBerlin for you,1343263,Agnieszka,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50898192,13.46648848,Entire home/apt,55,3,112,11/4/2018,1.45,1,44
255722,Renovated apt in an old building,1344455,Wolfram,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49595296,13.3852914,Entire home/apt,65,3,79,11/5/2018,0.95,1,254
255778,Beautiful apt. in a great location,1344754,Bwk,Friedrichshain-Kreuzberg,sÃ¼dliche Luisenstadt,52.49701114,13.44370047,Entire home/apt,96,2,142,10/14/2018,2.83,1,244
255829,Idyllic located Apartment,1345035,Sylvia,Tempelhof - SchÃ¶neberg,Lichtenrade,52.39178909,13.41011223,Entire home/apt,51,3,35,11/4/2018,0.47,2,275
256058,TOP Furnished Room in Graefekiez,1346383,Gaby,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49428597,13.41749313,Private room,33,1,74,11/4/2018,0.97,1,355
257317,Apartment in the heart of Berlin,1354122,Heike & Heinrich,Steglitz - Zehlendorf,Albrechtstr.,52.46369527,13.34194365,Entire home/apt,59,2,69,10/27/2018,0.95,3,219
257373,Sunny boutique studio Prenzl. Berg,1303212,David,Pankow,Prenzlauer Berg SÃ¼dwest,52.53860501,13.41677856,Entire home/apt,99,2,113,9/22/2018,1.37,1,91
257658,Awesome Location Mitte / P'berg,1356042,Boris,Pankow,Prenzlauer Berg SÃ¼dwest,52.53025161,13.41055736,Private room,49,2,201,10/24/2018,2.51,1,13
257766,100 qm Penthouse-Loft Berlin-Mitte,689674,Lisa,Mitte,Regierungsviertel,52.51908274,13.39614687,Entire home/apt,148,5,66,10/18/2018,0.78,1,124
260095,Nice Apartment in Berlin,1365065,Lutz,NeukÃ¶lln,Buckow,52.424818,13.44684874,Entire home/apt,55,1,37,10/21/2018,0.67,1,295
260104,Living on the Water,1365126,Josef,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.49244117,13.47072638,Entire home/apt,69,5,9,9/24/2016,0.17,1,48
260365,Old apartment near Winterfeldplatz,1366128,Sophia,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49926429,13.33990879,Entire home/apt,69,4,0,,,1,354
261205,Hip and lots of space in B- Fhain ,1355421,Markus,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.50987723,13.45486981,Entire home/apt,60,14,0,,,1,341
261452,"Wendt apartment, 1st floor, central",1371414,Niklas,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ¼d FK,52.49983314,13.46436245,Entire home/apt,55,3,72,10/21/2018,0.85,4,220
261834,"Sightseeing, relaxing and Shopping",253136,Peter,Mitte,Regierungsviertel,52.51109473,13.38289163,Private room,60,2,129,9/10/2018,1.55,3,97
261937,Nice apartment in center of Berlin,1352346,Anastasia,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49597752,13.34466806,Private room,29,58,0,,,1,310
263817,Lovely_room_Berlin_NeukÃ¶lln,1152791,ClaasFlorian,NeukÃ¶lln,ReuterstraÃŸe,52.4893044,13.42605942,Private room,45,2,3,9/16/2018,1.02,1,90
264459,"Central, cosy and one-of-a-kind",1250154,Henrik,Pankow,Prenzlauer Berg SÃ¼dwest,52.53203419,13.41705422,Entire home/apt,60,2,426,11/4/2018,5.29,2,91
265286,Berlin Island,1391545,Eva-Maria,Reinickendorf,West 5,52.56169818,13.23584299,Entire home/apt,75,5,1,8/1/2015,0.03,2,364
265354,Nice apartment in Berlin,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ¼d,52.50934507,13.44576929,Private room,60,1,4,7/10/2017,0.07,14,285
